player_name,team,position,age,appearances,minutes_played,goals,assists,yellow_cards,red_cards,cards_per_app,goals_per_app
Mohammad Ghorbani,Iran,MF,24,1,90,0,0,0,0,0.0,0.0
Ramin Rezaeian,Iran,DF,36,3,270,2,0,0,0,0.0,0.6666666666666666
Max Crocombe,New Zealand,GK,32,3,270,0,0,0,0,0.0,0.0
Tim Payne,New Zealand,DF,32,3,227,0,0,0,0,0.0,0.0
Francis de Vries,New Zealand,DF,31,2,16,0,0,0,0,0.0,0.0
Tyler Bindon,New Zealand,DF,21,3,96,0,0,0,0,0.0,0.0
Michael Boxall,New Zealand,DF,37,3,206,0,0,0,0,0.0,0.0
Joe Bell,New Zealand,MF,27,3,244,0,0,0,0,0.0,0.0
Marko Stamenić,New Zealand,MF,24,3,269,0,0,1,0,0.3333333333333333,0.0
Chris Wood,New Zealand,FW,34,3,270,0,0,0,0,0.0,0.0
Sarpreet Singh,New Zealand,MF,27,3,210,0,0,1,0,0.3333333333333333,0.0
Elijah Just,New Zealand,MF,26,3,265,3,0,1,0,0.3333333333333333,1.0
Liberato Cacace,New Zealand,DF,25,3,223,0,0,0,0,0.0,0.0
Finn Surman,New Zealand,DF,22,3,270,1,0,0,0,0.0,0.3333333333333333
Ben Old,New Zealand,MF,23,3,91,0,0,0,0,0.0,0.0
Callum McCowatt,New Zealand,MF,27,3,160,0,0,1,0,0.3333333333333333,0.0
Jesse Randall,New Zealand,FW,23,3,60,0,0,0,0,0.0,0.0
Ryan Thomas,New Zealand,MF,31,3,81,0,0,0,0,0.0,0.0
Callan Elliot,New Zealand,DF,26,1,12,0,0,0,0,0.0,0.0
Vozinha,Cape Verde,GK,40,4,390,0,0,0,0,0.0,0.0
Kevin Pina,Cape Verde,MF,29,4,351,1,0,1,0,0.25,0.25
Jovane Cabral,Cape Verde,MF,27,2,141,0,0,0,0,0.0,0.0
João Paulo,Cape Verde,MF,28,2,104,0,0,0,0,0.0,0.0
Gilson Benchimol,Cape Verde,FW,24,2,78,0,0,0,0,0.0,0.0
Jamiro Monteiro,Cape Verde,MF,32,4,283,0,0,0,0,0.0,0.0
Garry Rodrigues,Cape Verde,MF,35,2,77,0,0,0,0,0.0,0.0
Sidny Lopes Cabral,Cape Verde,DF,23,3,286,1,0,2,0,0.6666666666666666,0.3333333333333333
Deroy Duarte,Cape Verde,MF,26,4,264,1,0,0,0,0.0,0.25
Laros Duarte,Cape Verde,MF,29,4,166,0,0,0,0,0.0,0.0
Yannick Semedo,Cape Verde,MF,30,2,30,0,0,0,0,0.0,0.0
Willy Semedo,Cape Verde,MF,32,3,130,0,0,0,0,0.0,0.0
Telmo Arcanjo,Cape Verde,MF,24,2,56,0,0,0,0,0.0,0.0
Dailon Livramento,Cape Verde,FW,25,3,175,0,0,0,0,0.0,0.0
Ryan Mendes,Cape Verde,FW,36,4,331,0,0,0,0,0.0,0.0
Nuno da Costa,Cape Verde,MF,35,4,157,0,0,0,0,0.0,0.0
Steven Moreira,Cape Verde,DF,31,4,301,0,0,0,0,0.0,0.0
CJ dos Santos,Cape Verde,GK,25,5,442,0,0,0,0,0.0,0.0
Wagner Pina,Cape Verde,DF,23,1,89,0,0,1,0,1.0,0.0
Hélio Varela,Cape Verde,MF,24,3,101,1,0,0,0,0.0,0.3333333333333333
Ali Lajami,Saudi Arabia,DF,30,3,148,0,0,0,0,0.0,0.0
Abdulelah Al-Amri,Saudi Arabia,DF,29,3,240,1,0,1,0,0.3333333333333333,0.3333333333333333
Hassan Al-Tambakti,Saudi Arabia,DF,27,3,213,0,0,0,0,0.0,0.0
Nasser Al-Dawsari,Saudi Arabia,MF,27,3,206,0,0,1,0,0.3333333333333333,0.0
Musab Al-Juwayr,Saudi Arabia,MF,22,3,153,0,0,0,0,0.0,0.0
Firas Al-Buraikan,Saudi Arabia,FW,26,3,239,0,0,1,0,0.3333333333333333,0.0
Salem Al-Dawsari,Saudi Arabia,FW,34,3,246,0,0,1,0,0.3333333333333333,0.0
Saud Abdulhamid,Saudi Arabia,DF,26,3,269,0,0,1,0,0.3333333333333333,0.0
Khalid Al-Ghannam,Saudi Arabia,FW,25,1,1,0,0,0,0,0.0,0.0
Abdullah Al-Hamdan,Saudi Arabia,FW,26,3,70,0,0,0,0,0.0,0.0
Sultan Mandash,Saudi Arabia,FW,31,1,66,0,0,0,0,0.0,0.0
Mohammed Al-Owais,Saudi Arabia,GK,34,3,270,0,0,0,0,0.0,0.0
Mohamed Kanno,Saudi Arabia,MF,31,3,225,0,0,1,0,0.3333333333333333,0.0
Moteb Al-Harbi,Saudi Arabia,DF,26,3,187,0,0,0,0,0.0,0.0
Mohammed Abu Al-Shamat,Saudi Arabia,DF,23,3,135,0,0,0,0,0.0,0.0
Marc Pubill,Spain,DF,22,1,1,0,0,0,0,0.0,0.0
Eric García,Spain,DF,25,1,21,0,0,0,0,0.0,0.0
Marcos Llorente,Spain,DF,31,3,186,0,0,0,0,0.0,0.0
Mikel Merino,Spain,MF,29,8,193,2,0,0,0,0.0,0.25
Ferran Torres,Spain,FW,26,8,283,1,0,1,0,0.125,0.125
Fabián Ruiz,Spain,MF,30,8,322,1,0,0,0,0.0,0.125
Gavi,Spain,MF,21,2,76,0,0,0,0,0.0,0.0
Dani Olmo,Spain,FW,28,8,495,0,0,0,0,0.0,0.0
Yéremy Pino,Spain,FW,23,2,69,0,0,0,0,0.0,0.0
Pedro Porro,Spain,DF,26,6,564,2,0,0,0,0.0,0.3333333333333333
Joan Garcia,Spain,GK,25,1,21,0,0,0,0,0.0,0.0
Aymeric Laporte,Spain,DF,32,8,728,0,0,1,0,0.125,0.0
Álex Baena,Spain,MF,24,7,487,1,0,1,0,0.14285714285714285,0.14285714285714285
Rodri,Spain,MF,29,8,726,0,0,0,0,0.0,0.0
Nico Williams,Spain,FW,23,6,108,0,0,0,0,0.0,0.0
Martín Zubimendi,Spain,MF,27,1,21,0,0,0,0,0.0,0.0
Lamine Yamal,Spain,FW,18,8,615,1,0,0,0,0.0,0.125
Pedri,Spain,MF,23,8,499,0,0,1,0,0.125,0.0
Mikel Oyarzabal,Spain,FW,29,8,605,5,1,0,0,0.0,0.625
Pau Cubarsí,Spain,DF,19,8,750,0,0,1,0,0.125,0.0
Unai Simón,Spain,GK,29,8,750,0,0,0,0,0.0,0.0
Marc Cucurella,Spain,DF,27,8,750,0,0,1,0,0.125,0.0
Víctor Muñoz,Spain,FW,22,5,393,0,0,0,0,0.0,0.0
Borja Iglesias,Spain,FW,33,1,1,0,0,0,0,0.0,0.0
Sergio Rochet,Uruguay,GK,33,1,45,0,0,0,0,0.0,0.0
José María Giménez,Uruguay,DF,31,4,82,0,0,0,0,0.0,0.0
Sebastián Cáceres,Uruguay,DF,26,3,270,0,0,0,0,0.0,0.0
Manuel Ugarte,Uruguay,MF,25,3,186,0,0,0,0,0.0,0.0
Rodrigo Bentancur,Uruguay,MF,28,3,270,0,0,1,0,0.3333333333333333,0.0
Nicolás de la Cruz,Uruguay,MF,29,3,84,0,0,1,0,0.3333333333333333,0.0
Federico Valverde,Uruguay,MF,27,3,237,0,0,0,0,0.0,0.0
Darwin Núñez,Uruguay,FW,26,3,155,0,0,0,0,0.0,0.0
Guillermo Varela,Uruguay,DF,33,3,270,0,0,1,0,0.3333333333333333,0.0
Agustín Canobbio,Uruguay,MF,27,3,225,1,0,0,1,0.0,0.3333333333333333
Emiliano Martínez,Uruguay,MF,26,8,810,0,0,0,0,0.0,0.0
Mathías Olivera,Uruguay,DF,28,3,270,0,0,1,0,0.3333333333333333,0.0
Matías Viña,Uruguay,DF,28,1,45,0,0,0,0,0.0,0.0
Brian Rodríguez,Uruguay,FW,26,3,38,0,0,0,0,0.0,0.0
Rodrigo Aguirre,Uruguay,FW,31,1,1,0,0,0,0,0.0,0.0
Maximiliano Araújo,Uruguay,MF,26,3,252,2,0,0,0,0.0,0.6666666666666666
Federico Viñas,Uruguay,FW,27,3,192,0,0,0,0,0.0,0.0
Fernando Muslera,Uruguay,GK,39,3,225,0,0,0,0,0.0,0.0
Malo Gusto,France,DF,23,5,117,0,0,0,0,0.0,0.0
Lucas Digne,France,DF,32,6,465,0,0,0,0,0.0,0.0
Dayot Upamecano,France,DF,27,8,661,0,0,0,0,0.0,0.0
Jules Koundé,France,DF,27,8,603,0,0,0,0,0.0,0.0
Manu Koné,France,MF,25,5,386,0,0,1,0,0.2,0.0
Ousmane Dembélé,France,FW,29,8,597,6,2,0,0,0.0,0.75
Aurélien Tchouaméni,France,MF,26,4,360,0,0,1,0,0.25,0.0
Marcus Thuram,France,FW,28,1,1,0,0,0,0,0.0,0.0
Kylian Mbappé,France,FW,27,8,698,10,4,1,0,0.125,1.25
Michael Olise,France,FW,24,8,650,0,7,1,0,0.125,0.0
Bradley Barcola,France,FW,23,8,384,3,0,1,0,0.125,0.375
Adrien Rabiot,France,MF,31,7,585,0,0,1,0,0.14285714285714285,0.0
Ibrahima Konaté,France,DF,27,2,59,0,0,0,0,0.0,0.0
Mike Maignan,France,GK,30,8,720,0,0,0,0,0.0,0.0
William Saliba,France,DF,25,6,480,0,0,0,0,0.0,0.0
Warren Zaïre-Emery,France,MF,20,2,109,0,0,0,0,0.0,0.0
Théo Hernandez,France,DF,28,5,255,0,0,0,0,0.0,0.0
Désiré Doué,France,FW,21,8,398,1,0,0,0,0.0,0.125
Jean-Philippe Mateta,France,FW,28,3,21,0,0,0,0,0.0,0.0
Rayan Cherki,France,MF,22,7,124,0,0,0,0,0.0,0.0
Maghnes Akliouche,France,MF,24,1,7,0,0,0,0,0.0,0.0
Maxence Lacroix,France,DF,26,3,240,0,0,0,0,0.0,0.0
Rebin Sulaka,Iraq,DF,34,2,43,0,0,0,1,0.0,0.0
Hussein Ali,Iraq,DF,24,2,163,0,0,0,0,0.0,0.0
Zaid Tahseen,Iraq,DF,25,2,150,0,0,1,0,0.5,0.0
Manaf Younis,Iraq,DF,29,1,74,0,0,0,0,0.0,0.0
Youssef Amyn,Iraq,MF,22,1,30,0,0,0,0,0.0,0.0
Ibrahim Bayesh,Iraq,MF,26,3,237,0,0,0,0,0.0,0.0
Ali Al-Hamadi,Iraq,FW,24,3,181,0,0,0,0,0.0,0.0
Mohanad Ali,Iraq,FW,25,1,12,0,0,0,0,0.0,0.0
Ahmed Qasem,Iraq,FW,22,3,123,0,0,0,0,0.0,0.0
Jalal Hassan,Iraq,GK,35,2,135,0,0,0,0,0.0,0.0
Ali Yousif,Iraq,FW,30,1,32,0,0,0,0,0.0,0.0
Zidane Iqbal,Iraq,MF,23,3,188,0,0,0,0,0.0,0.0
Ahmed Maknzi,Iraq,DF,24,1,32,0,0,0,0,0.0,0.0
Amir Al-Ammari,Iraq,MF,28,3,248,0,0,2,0,0.6666666666666666,0.0
Ali Jasim,Iraq,FW,22,2,131,0,0,0,0,0.0,0.0
Aymen Hussein,Iraq,FW,30,2,116,1,0,0,0,0.0,0.5
Kevin Yakob,Iraq,MF,25,1,23,0,0,0,0,0.0,0.0
Aimar Sher,Iraq,MF,23,1,22,0,0,0,0,0.0,0.0
Marko Farji,Iraq,FW,22,2,52,0,0,0,0,0.0,0.0
Merchas Doski,Iraq,DF,26,3,270,0,0,1,0,0.3333333333333333,0.0
Frans Putros,Iraq,DF,32,1,90,0,0,0,0,0.0,0.0
Ørjan Nyland,Norway,GK,35,5,480,0,0,0,0,0.0,0.0
Morten Thorsby,Norway,MF,30,1,45,0,0,0,0,0.0,0.0
Kristoffer Ajer,Norway,DF,28,5,480,0,0,1,0,0.2,0.0
Leo Østigård,Norway,DF,26,5,144,1,0,0,0,0.0,0.2
David Møller Wolfe,Norway,DF,24,5,431,0,0,0,0,0.0,0.0
Patrick Berg,Norway,MF,28,6,444,0,0,1,0,0.16666666666666666,0.0
Alexander Sørloth,Norway,FW,30,5,341,0,0,0,0,0.0,0.0
Sander Berge,Norway,MF,28,5,480,0,0,0,0,0.0,0.0
Erling Haaland,Norway,FW,25,5,465,7,0,0,0,0.0,1.4
Martin Ødegaard,Norway,MF,27,5,471,0,0,0,0,0.0,0.0
Jørgen Strand Larsen,Norway,FW,26,2,105,0,0,0,0,0.0,0.0
Egil Selvik,Norway,GK,28,1,90,0,0,0,0,0.0,0.0
Fredrik Aursnes,Norway,MF,30,6,302,0,0,0,0,0.0,0.0
Fredrik André Bjørkan,Norway,DF,27,1,45,0,0,0,0,0.0,0.0
Marcus Holmgren Pedersen,Norway,DF,25,4,236,1,0,0,0,0.0,0.25
Torbjørn Heggem,Norway,DF,27,5,444,0,0,0,0,0.0,0.0
Kristian Thorstvedt,Norway,MF,27,2,62,0,0,0,0,0.0,0.0
Thelo Aasgaard,Norway,MF,24,1,90,1,0,0,0,0.0,1.0
Antonio Nusa,Norway,MF,21,6,319,1,0,1,0,0.16666666666666666,0.16666666666666666
Andreas Schjelderup,Norway,MF,22,6,251,1,3,0,0,0.0,0.16666666666666666
Oscar Bobb,Norway,MF,22,6,222,0,0,0,0,0.0,0.0
Jens Petter Hauge,Norway,MF,26,1,7,0,0,0,0,0.0,0.0
Sondre Langås,Norway,DF,25,1,24,0,0,0,0,0.0,0.0
Henrik Falchener,Norway,DF,23,1,66,0,0,0,0,0.0,0.0
Julian Ryerson,Norway,DF,28,4,226,0,0,0,0,0.0,0.0
Yehvann Diouf,Senegal,GK,26,3,170,0,0,0,0,0.0,0.0
Kalidou Koulibaly,Senegal,DF,34,2,162,0,0,0,0,0.0,0.0
Abdoulaye Seck,Senegal,DF,34,1,58,0,0,1,0,1.0,0.0
Pathé Ciss,Senegal,MF,32,4,181,0,0,0,0,0.0,0.0
Assane Diao,Senegal,FW,20,1,9,0,0,0,0,0.0,0.0
Lamine Camara,Senegal,MF,22,4,250,0,0,1,0,0.25,0.0
Bamba Dieng,Senegal,FW,26,1,7,0,0,0,0,0.0,0.0
Sadio Mané,Senegal,FW,34,4,364,0,0,0,0,0.0,0.0
Nicolas Jackson,Senegal,FW,24,4,232,0,0,0,0,0.0,0.0
Iliman Ndiaye,Senegal,FW,26,3,113,1,0,0,0,0.0,0.3333333333333333
Ismail Jakobs,Senegal,DF,26,3,220,0,0,0,0,0.0,0.0
Krépin Diatta,Senegal,DF,27,4,390,0,0,0,0,0.0,0.0
Édouard Mendy,Senegal,GK,34,2,153,0,0,0,0,0.0,0.0
Ismaïla Sarr,Senegal,FW,28,4,366,4,1,0,0,0.0,1.0
Moussa Niakhaté,Senegal,DF,30,4,390,0,0,0,0,0.0,0.0
Ibrahim Mbaye,Senegal,FW,18,4,155,1,0,0,0,0.0,0.25
Habib Diarra,Senegal,MF,22,3,144,2,0,0,0,0.0,0.6666666666666666
Mory Diaw,Senegal,GK,32,3,237,0,0,0,0,0.0,0.0
Antoine Mendy,Senegal,DF,22,2,153,0,0,0,0,0.0,0.0
El Hadji Malick Diouf,Senegal,DF,21,3,170,0,0,0,0,0.0,0.0
Pape Gueye,Senegal,MF,27,4,236,2,0,1,0,0.25,0.5
Aïssa Mandi,Algeria,DF,34,4,360,0,0,0,0,0.0,0.0
Zineddine Belaïd,Algeria,DF,27,2,23,0,0,0,0,0.0,0.0
Ramiz Zerrouki,Algeria,MF,28,3,111,0,0,1,0,0.3333333333333333,0.0
Riyad Mahrez,Algeria,FW,35,4,263,2,0,0,0,0.0,0.5
Houssem Aouar,Algeria,MF,27,3,173,0,0,0,0,0.0,0.0
Amine Gouiri,Algeria,FW,26,4,253,1,0,0,0,0.0,0.25
Farès Chaïbi,Algeria,MF,23,4,360,0,0,1,0,0.25,0.0
Anis Hadj Moussa,Algeria,FW,24,3,97,0,0,0,0,0.0,0.0
Nadhir Benbouali,Algeria,FW,26,1,45,1,0,0,0,0.0,1.0
Jaouen Hadjam,Algeria,DF,23,3,108,0,0,0,0,0.0,0.0
Hicham Boudaoui,Algeria,MF,26,3,128,0,0,1,0,0.3333333333333333,0.0
Rayan Aït-Nouri,Algeria,DF,25,4,284,0,0,0,0,0.0,0.0
Oussama Benbot,Algeria,GK,31,1,90,0,0,0,0,0.0,0.0
Rafik Belghali,Algeria,DF,24,4,333,1,0,0,0,0.0,0.25
Mohamed Amoura,Algeria,FW,26,1,26,0,0,0,0,0.0,0.0
Nabil Bentaleb,Algeria,MF,31,4,288,0,0,0,0,0.0,0.0
Adil Boulbina,Algeria,FW,23,2,17,0,0,0,0,0.0,0.0
Ramy Bensebaini,Algeria,DF,31,4,360,0,0,0,0,0.0,0.0
Ibrahim Maza,Algeria,MF,20,4,351,0,0,0,0,0.0,0.0
Luca Zidane,Algeria,GK,28,3,270,0,0,0,0,0.0,0.0
Farès Ghedjemis,Algeria,FW,23,1,1,0,0,0,0,0.0,0.0
Samir Chergui,Algeria,DF,27,1,19,0,0,0,0,0.0,0.0
Marcos Senesi,Argentina,DF,29,2,108,0,0,0,0,0.0,0.0
Nicolás Tagliafico,Argentina,DF,33,7,477,0,0,0,0,0.0,0.0
Gonzalo Montiel,Argentina,DF,29,6,189,0,0,1,0,0.16666666666666666,0.0
Leandro Paredes,Argentina,MF,31,7,473,0,0,2,0,0.2857142857142857,0.0
Lisandro Martínez,Argentina,DF,28,7,626,1,0,2,0,0.2857142857142857,0.14285714285714285
Rodrigo De Paul,Argentina,MF,32,7,495,0,0,1,0,0.14285714285714285,0.0
Valentín Barco,Argentina,MF,21,1,19,0,0,0,0,0.0,0.0
Julián Alvarez,Argentina,FW,26,8,601,1,0,0,0,0.0,0.125
Lionel Messi,Argentina,FW,38,8,740,8,4,0,0,0.0,1.0
Giovani Lo Celso,Argentina,MF,30,1,60,1,0,0,0,0.0,1.0
Cristian Romero,Argentina,DF,28,7,611,1,0,2,0,0.2857142857142857,0.14285714285714285
Exequiel Palacios,Argentina,MF,27,1,90,0,0,0,0,0.0,0.0
Nicolás González,Argentina,MF,28,7,253,0,0,0,0,0.0,0.0
Thiago Almada,Argentina,FW,25,5,243,0,0,1,0,0.2,0.0
Giuliano Simeone,Argentina,FW,23,3,193,0,0,0,0,0.0,0.0
Nico Paz,Argentina,FW,21,2,71,0,0,0,0,0.0,0.0
Nicolás Otamendi,Argentina,DF,38,7,243,0,0,0,0,0.0,0.0
Alexis Mac Allister,Argentina,MF,27,8,749,1,0,1,0,0.125,0.125
José Manuel López,Argentina,FW,25,2,18,0,0,0,0,0.0,0.0
Lautaro Martínez,Argentina,FW,28,7,311,3,0,1,0,0.14285714285714285,0.42857142857142855
Enzo Fernández,Argentina,MF,25,7,660,2,0,0,1,0.0,0.2857142857142857
Facundo Medina,Argentina,DF,27,5,309,0,0,1,0,0.2,0.0
Nahuel Molina,Argentina,DF,28,7,531,0,0,0,0,0.0,0.0
Alexander Schlager,Austria,GK,30,4,360,0,0,0,0,0.0,0.0
Kevin Danso,Austria,DF,27,4,239,0,0,0,0,0.0,0.0
Xaver Schlager,Austria,MF,28,4,239,0,0,0,0,0.0,0.0
Stefan Posch,Austria,DF,29,4,333,0,0,2,0,0.5,0.0
Nicolas Seiwald,Austria,MF,25,4,315,0,0,0,0,0.0,0.0
Marko Arnautović,Austria,FW,37,4,142,2,0,1,0,0.25,0.5
David Alaba,Austria,DF,33,4,278,0,0,0,0,0.0,0.0
Marcel Sabitzer,Austria,MF,32,4,360,1,0,1,0,0.25,0.25
Florian Grillitsch,Austria,MF,30,2,90,0,0,0,0,0.0,0.0
Michael Gregoritsch,Austria,FW,32,3,190,0,0,0,0,0.0,0.0
Saša Kalajdžić,Austria,FW,28,3,76,1,0,0,0,0.0,0.3333333333333333
Philipp Lienhart,Austria,DF,29,2,180,0,0,0,0,0.0,0.0
Phillipp Mwene,Austria,DF,32,2,148,0,0,0,0,0.0,0.0
Carney Chukwuemeka,Austria,MF,22,3,81,0,0,0,0,0.0,0.0
Romano Schmid,Austria,MF,26,4,266,1,0,0,0,0.0,0.25
Konrad Laimer,Austria,MF,29,4,360,0,0,1,0,0.25,0.0
Patrick Wimmer,Austria,FW,25,2,19,0,0,0,0,0.0,0.0
Alexander Prass,Austria,MF,25,2,27,0,0,0,0,0.0,0.0
Marco Friedl,Austria,DF,28,1,23,0,0,0,0,0.0,0.0
Paul Wanner,Austria,MF,20,4,234,0,0,0,0,0.0,0.0
Yazeed Abulaila,Jordan,GK,33,3,270,0,0,0,0,0.0,0.0
Abdallah Nasib,Jordan,DF,32,3,261,0,0,0,0,0.0,0.0
Husam Abu Dahab,Jordan,DF,26,2,178,0,0,1,0,0.5,0.0
Yazan Al-Arab,Jordan,DF,30,3,270,0,0,0,0,0.0,0.0
Amer Jamous,Jordan,MF,23,1,14,0,0,0,0,0.0,0.0
Noor Al-Rawabdeh,Jordan,MF,29,3,270,0,0,0,0,0.0,0.0
Ali Olwan,Jordan,FW,26,3,268,1,0,0,0,0.0,0.3333333333333333
Musa Al-Taamari,Jordan,FW,29,3,217,1,0,0,0,0.0,0.3333333333333333
Odeh Al-Fakhouri,Jordan,FW,20,3,148,0,0,0,0,0.0,0.0
Mahmoud Al-Mardi,Jordan,FW,32,3,130,0,0,0,0,0.0,0.0
Mo Abualnadi,Jordan,DF,25,1,72,0,0,0,0,0.0,0.0
Salim Obaid,Jordan,DF,34,3,20,0,0,0,0,0.0,0.0
Mohammad Taha,Jordan,MF,20,3,265,0,0,0,0,0.0,0.0
Saed Al-Rosan,Jordan,DF,29,1,9,0,0,0,0,0.0,0.0
Mohannad Abu Taha,Jordan,MF,23,3,265,0,0,1,0,0.3333333333333333,0.0
Nizar Al-Rashdan,Jordan,MF,27,3,256,1,0,0,0,0.0,0.3333333333333333
Abdallah Al-Fakhouri,Jordan,GK,26,3,148,0,0,0,0,0.0,0.0
Ihsan Haddad,Jordan,DF,32,3,261,0,0,0,0,0.0,0.0
Ali Azaizeh,Jordan,FW,22,3,52,0,0,0,0,0.0,0.0
Daniel Muñoz,Colombia,DF,30,5,393,2,0,0,0,0.0,0.4
Jhon Lucumí,Colombia,DF,27,5,479,0,0,1,0,0.2,0.0
Santiago Arias,Colombia,DF,34,1,87,0,0,0,0,0.0,0.0
Kevin Castaño,Colombia,MF,25,2,15,0,0,0,0,0.0,0.0
Richard Ríos,Colombia,MF,26,5,136,0,0,1,0,0.2,0.0
Luis Díaz,Colombia,FW,29,5,478,1,0,0,0,0.0,0.2
Jhon Córdoba,Colombia,FW,33,3,100,0,0,0,0,0.0,0.0
James Rodríguez,Colombia,MF,34,5,317,0,0,0,0,0.0,0.0
Jhon Arias,Colombia,MF,28,5,381,1,0,1,0,0.2,0.2
Camilo Vargas,Colombia,GK,37,5,480,0,0,0,0,0.0,0.0
Yerry Mina,Colombia,DF,31,1,1,0,0,0,0,0.0,0.0
Gustavo Puerta,Colombia,DF,22,5,470,0,0,1,0,0.2,0.0
Jefferson Lerma,Colombia,MF,31,5,412,0,0,1,0,0.2,0.0
Johan Mojica,Colombia,DF,33,4,390,0,0,1,0,0.25,0.0
Jaminton Campaz,Colombia,FW,26,3,73,1,0,0,0,0.0,0.3333333333333333
Deiver Machado,Colombia,DF,32,1,90,0,0,0,0,0.0,0.0
Davinson Sánchez,Colombia,DF,29,5,480,0,0,1,0,0.2,0.0
Luis Suárez,Colombia,FW,28,5,332,0,0,1,0,0.2,0.0
Andrés Gómez,Colombia,FW,23,1,1,0,0,0,0,0.0,0.0
Aaron Wan-Bissaka,DR Congo,DF,28,4,355,0,0,0,0,0.0,0.0
Steve Kapuadi,DR Congo,DF,28,2,180,0,0,0,0,0.0,0.0
Axel Tuanzebe,DR Congo,DF,28,4,360,0,0,0,0,0.0,0.0
Ngal'ayel Mukau,DR Congo,MF,21,4,196,0,0,0,0,0.0,0.0
Nathanaël Mbuku,DR Congo,MF,24,3,144,0,0,1,0,0.3333333333333333,0.0
Samuel Moutoussamy,DR Congo,MF,29,4,333,0,0,1,0,0.25,0.0
Brian Cipenga,DR Congo,FW,28,2,148,1,0,0,0,0.0,0.5
Théo Bongonda,DR Congo,MF,30,2,32,0,0,0,0,0.0,0.0
Joris Kayembe,DR Congo,DF,31,3,160,0,0,0,0,0.0,0.0
Meschak Elia,DR Congo,FW,28,2,44,0,0,0,0,0.0,0.0
Noah Sadiki,DR Congo,MF,21,4,258,0,0,2,0,0.5,0.0
Cédric Bakambu,DR Congo,FW,35,3,193,0,0,0,0,0.0,0.0
Charles Pickel,DR Congo,MF,29,2,34,0,0,1,0,0.5,0.0
Fiston Mayele,DR Congo,FW,31,2,40,1,0,0,0,0.0,0.5
Yoane Wissa,DR Congo,FW,29,4,360,3,0,0,0,0.0,0.75
Chancel Mbemba,DR Congo,DF,31,4,360,0,0,1,0,0.25,0.0
Simon Banza,DR Congo,FW,29,2,38,0,0,0,0,0.0,0.0
Gédéon Kalulu,DR Congo,DF,28,1,5,0,0,0,0,0.0,0.0
Edo Kayembe,DR Congo,MF,28,3,160,0,0,0,0,0.0,0.0
Arthur Masuaku,DR Congo,DF,32,4,318,0,0,0,0,0.0,0.0
Diogo Costa,Portugal,GK,26,5,450,0,0,0,0,0.0,0.0
Nélson Semedo,Portugal,DF,32,4,124,0,0,1,0,0.25,0.0
Rúben Dias,Portugal,DF,29,4,360,0,0,1,0,0.25,0.0
Tomás Araújo,Portugal,DF,24,1,90,0,0,1,0,1.0,0.0
Diogo Dalot,Portugal,DF,27,2,64,0,0,0,0,0.0,0.0
Matheus Nunes,Portugal,MF,27,1,1,0,0,0,0,0.0,0.0
Cristiano Ronaldo,Portugal,FW,41,5,441,3,0,0,0,0.0,0.6
Bruno Fernandes,Portugal,MF,31,5,423,0,0,0,0,0.0,0.0
Gonçalo Ramos,Portugal,FW,24,2,34,1,0,0,0,0.0,0.5
Bernardo Silva,Portugal,MF,31,4,94,0,0,2,0,0.5,0.0
João Félix,Portugal,FW,26,3,204,0,0,0,0,0.0,0.0
Renato Veiga,Portugal,DF,22,5,450,0,0,2,0,0.4,0.0
João Neves,Portugal,MF,21,5,391,1,0,0,0,0.0,0.2
Francisco Trincão,Portugal,FW,26,1,27,0,0,0,0,0.0,0.0
Rafael Leão,Portugal,FW,27,5,155,1,0,0,0,0.0,0.2
Pedro Neto,Portugal,FW,26,5,352,0,0,0,0,0.0,0.0
João Cancelo,Portugal,DF,32,5,314,0,0,0,0,0.0,0.0
Rúben Neves,Portugal,MF,29,2,54,0,0,0,0,0.0,0.0
Rui Silva,Portugal,GK,32,4,94,0,0,0,0,0.0,0.0
Vitinha,Portugal,MF,26,5,381,0,0,0,0,0.0,0.0
Nuno Mendes,Portugal,DF,23,5,397,1,0,0,0,0.0,0.2
Francisco Conceição,Portugal,FW,23,4,124,0,0,0,0,0.0,0.0
Utkir Yusupov,Uzbekistan,GK,35,1,90,0,0,0,0,0.0,0.0
Abdukodir Khusanov,Uzbekistan,DF,22,3,270,0,0,2,0,0.6666666666666666,0.0
Farrukh Sayfiev,Uzbekistan,DF,35,1,45,0,0,0,0,0.0,0.0
Rustam Ashurmatov,Uzbekistan,DF,29,3,257,0,0,0,0,0.0,0.0
Akmal Mozgovoy,Uzbekistan,MF,27,3,217,0,0,0,0,0.0,0.0
Otabek Shukurov,Uzbekistan,MF,29,3,238,0,0,0,0,0.0,0.0
Ruslanbek Jiyanov,Uzbekistan,MF,25,1,1,0,0,0,0,0.0,0.0
Oston Urunov,Uzbekistan,MF,25,2,62,0,0,0,0,0.0,0.0
Abduvohid Nematov,Uzbekistan,GK,25,2,180,0,0,0,0,0.0,0.0
Eldor Shomurodov,Uzbekistan,FW,30,3,269,1,0,0,0,0.0,0.3333333333333333
Dostonbek Khamdamov,Uzbekistan,MF,29,2,104,0,0,0,0,0.0,0.0
Abdulla Abdullaev,Uzbekistan,DF,28,2,180,0,0,0,0,0.0,0.0
Azizjon Ganiev,Uzbekistan,MF,28,2,121,0,0,0,0,0.0,0.0
Azizbek Amonov,Uzbekistan,FW,28,1,13,0,0,0,0,0.0,0.0
