player_name,team,position,age,appearances,minutes_played,goals,assists,yellow_cards,red_cards,cards_per_app,goals_per_app
Igor Sergeev,Uzbekistan,FW,33,3,26,0,0,0,0,0.0,0.0
Abbosbek Fayzullaev,Uzbekistan,MF,22,3,223,1,0,0,0,0.0,0.3333333333333333
Sherzod Esanov,Uzbekistan,MF,23,1,1,0,0,0,0,0.0,0.0
Bekhruz Karimov,Uzbekistan,DF,18,2,179,0,0,0,0,0.0,0.0
Jakhongir Urozov,Uzbekistan,DF,22,2,95,0,0,0,0,0.0,0.0
Dominik Livaković,Croatia,GK,31,4,360,0,0,0,0,0.0,0.0
Josip Stanišić,Croatia,DF,26,4,360,0,0,0,0,0.0,0.0
Marin Pongračić,Croatia,DF,28,3,270,0,0,0,0,0.0,0.0
Joško Gvardiol,Croatia,DF,24,4,138,0,0,0,0,0.0,0.0
Josip Šutalo,Croatia,DF,26,4,360,0,0,0,0,0.0,0.0
Mateo Kovačić,Croatia,MF,32,4,271,0,0,0,0,0.0,0.0
Andrej Kramarić,Croatia,FW,34,3,58,0,0,0,0,0.0,0.0
Luka Modrić,Croatia,MF,40,4,319,0,0,1,0,0.25,0.0
Ante Budimir,Croatia,FW,34,3,156,1,0,0,0,0.0,0.3333333333333333
Nikola Vlašić,Croatia,MF,28,3,189,1,0,0,0,0.0,0.3333333333333333
Ivan Perišić,Croatia,FW,37,4,360,1,0,2,0,0.5,0.25
Mario Pašalić,Croatia,MF,31,4,121,0,0,0,0,0.0,0.0
Martin Baturina,Croatia,MF,23,4,324,1,0,0,0,0.0,0.25
Petar Sučić,Croatia,MF,22,4,288,1,0,1,0,0.25,0.25
Igor Matanović,Croatia,FW,23,3,93,0,0,0,0,0.0,0.0
Luka Sučić,Croatia,MF,23,1,18,0,0,0,0,0.0,0.0
Luka Vušković,Croatia,DF,19,1,66,0,0,0,0,0.0,0.0
Marco Pašalić,Croatia,FW,25,3,98,0,0,0,0,0.0,0.0
Petar Musa,Croatia,FW,28,2,111,1,0,0,0,0.0,0.5
Jordan Pickford,England,GK,32,7,660,0,0,0,0,0.0,0.0
Ezri Konsa,England,DF,28,8,647,1,0,0,0,0.0,0.125
Nico O'Reilly,England,DF,21,7,462,0,0,1,0,0.14285714285714285,0.0
Declan Rice,England,MF,27,7,558,1,0,2,0,0.2857142857142857,0.14285714285714285
John Stones,England,DF,32,5,330,0,0,0,0,0.0,0.0
Marc Guéhi,England,DF,25,8,662,0,0,1,0,0.125,0.0
Bukayo Saka,England,FW,24,7,357,3,3,0,0,0.0,0.42857142857142855
Elliot Anderson,England,MF,23,8,634,0,0,1,0,0.125,0.0
Harry Kane,England,FW,32,7,653,6,2,0,0,0.0,0.8571428571428571
Jude Bellingham,England,MF,22,8,616,7,1,1,0,0.125,0.875
Marcus Rashford,England,FW,28,6,222,1,0,0,0,0.0,0.16666666666666666
Trevoh Chalobah,England,DF,26,1,1,0,0,0,0,0.0,0.0
Dean Henderson,England,GK,29,1,90,0,0,0,0,0.0,0.0
Jordan Henderson,England,MF,35,1,6,0,0,1,0,1.0,0.0
Dan Burn,England,DF,34,3,32,0,0,0,0,0.0,0.0
Morgan Rogers,England,MF,23,7,337,0,0,0,0,0.0,0.0
Anthony Gordon,England,FW,25,6,399,1,3,0,0,0.0,0.16666666666666666
Ollie Watkins,England,FW,30,2,51,0,0,0,0,0.0,0.0
Noni Madueke,England,FW,24,5,288,0,0,0,0,0.0,0.0
Eberechi Eze,England,MF,27,5,209,0,0,0,0,0.0,0.0
Ivan Toney,England,FW,30,2,80,0,0,0,0,0.0,0.0
Reece James,England,DF,26,5,318,0,0,0,0,0.0,0.0
Djed Spence,England,DF,25,8,402,0,0,0,0,0.0,0.0
Jarell Quansah,England,DF,23,3,200,0,0,1,1,0.3333333333333333,0.0
Lawrence Ati-Zigi,Ghana,GK,29,2,135,0,0,0,0,0.0,0.0
Alidu Seidu,Ghana,DF,26,1,77,0,0,1,0,1.0,0.0
Caleb Yirenkyi,Ghana,MF,20,4,264,1,0,2,0,0.5,0.25
Jonas Adjetey,Ghana,DF,22,3,225,0,0,0,0,0.0,0.0
Thomas Partey,Ghana,MF,32,3,270,0,0,0,0,0.0,0.0
Abdul Fatawu,Ghana,FW,22,4,129,0,0,1,0,0.25,0.0
Kwasi Sibo,Ghana,MF,27,4,249,0,0,0,0,0.0,0.0
Jordan Ayew,Ghana,FW,34,4,304,0,0,0,0,0.0,0.0
Brandon Thomas-Asante,Ghana,FW,27,2,51,0,0,0,0,0.0,0.0
Antoine Semenyo,Ghana,MF,26,4,360,0,0,0,0,0.0,0.0
Gideon Mensah,Ghana,DF,27,4,360,0,0,0,0,0.0,0.0
Elisha Owusu,Ghana,MF,28,3,151,0,0,0,0,0.0,0.0
Benjamin Asare,Ghana,GK,33,3,225,0,0,0,0,0.0,0.0
Abdul Rahman Baba,Ghana,DF,31,1,1,0,0,0,0,0.0,0.0
Jerome Opoku,Ghana,DF,27,3,270,0,0,0,0,0.0,0.0
Iñaki Williams,Ghana,FW,31,2,128,0,0,1,0,0.5,0.0
Kojo Peprah Oppong,Ghana,DF,22,2,48,0,0,1,0,0.5,0.0
Kamaldeen Sulemana,Ghana,FW,24,2,129,0,0,0,0,0.0,0.0
Derrick Luckassen,Ghana,DF,30,2,180,1,0,0,0,0.0,0.5
Ernest Nuamah,Ghana,FW,22,3,88,0,0,0,0,0.0,0.0
Prince Kwabena Adu,Ghana,FW,22,3,36,0,0,0,0,0.0,0.0
Marvin Senaya,Ghana,DF,25,4,280,0,0,0,0,0.0,0.0
César Blackman,Panama,DF,28,2,178,0,0,1,0,0.5,0.0
José Córdoba,Panama,DF,25,3,270,0,0,0,0,0.0,0.0
Fidel Escobar,Panama,DF,31,1,90,0,0,0,0,0.0,0.0
Cristian Martínez,Panama,MF,29,3,243,0,0,0,0,0.0,0.0
José Luis Rodríguez,Panama,MF,27,3,235,0,0,0,0,0.0,0.0
Tomás Rodríguez,Panama,FW,27,2,46,0,0,0,0,0.0,0.0
Ismael Díaz,Panama,MF,29,2,35,0,0,0,0,0.0,0.0
Yoel Bárcenas,Panama,MF,32,3,250,0,0,1,0,0.3333333333333333,0.0
Jiovany Ramos,Panama,DF,29,2,167,0,0,0,0,0.0,0.0
Carlos Harvey,Panama,DF,26,3,268,0,0,1,0,0.3333333333333333,0.0
Eric Davis,Panama,DF,35,2,3,0,0,0,0,0.0,0.0
Andrés Andrade,Panama,DF,27,3,270,0,0,1,0,0.3333333333333333,0.0
José Fajardo,Panama,FW,32,3,155,0,0,1,0,0.3333333333333333,0.0
Cecilio Waterman,Panama,FW,35,2,76,0,0,0,0,0.0,0.0
Alberto Quintero,Panama,MF,38,1,2,0,0,0,0,0.0,0.0
Aníbal Godoy,Panama,MF,36,1,1,0,0,0,0,0.0,0.0
Orlando Mosquera,Panama,GK,31,3,270,0,0,0,0,0.0,0.0
Michael Amir Murillo,Panama,DF,30,3,270,0,0,0,0,0.0,0.0
Azarias Londoño,Panama,FW,24,3,53,0,0,0,0,0.0,0.0
Jorge Gutiérrez,Panama,DF,27,1,88,0,0,0,0,0.0,0.0
